id,label,duration_s,n_spans,span_seconds,span_frac,frames_in_span_of8,n_words,empty_text,target,s0_valsel_vote,s0_valsel_pred,s0_valsel_err,s0_valsel_purity_true,s0_valsel_top1_sim,s0_valsel_top1_correct,s0_valsel_first_correct_rank,s0_valsel_wpurity_true,s0_valsel_head_img_pred,s0_valsel_head_txt_pred,s0_final_vote,s0_final_pred,s0_final_err,s0_final_purity_true,s0_final_top1_sim,s0_final_top1_correct,s0_final_first_correct_rank,s0_final_wpurity_true,s0_final_head_img_pred,s0_final_head_txt_pred,s1_valsel_vote,s1_valsel_pred,s1_valsel_err,s1_valsel_purity_true,s1_valsel_top1_sim,s1_valsel_top1_correct,s1_valsel_first_correct_rank,s1_valsel_wpurity_true,s1_valsel_head_img_pred,s1_valsel_head_txt_pred,s1_final_vote,s1_final_pred,s1_final_err,s1_final_purity_true,s1_final_top1_sim,s1_final_top1_correct,s1_final_first_correct_rank,s1_final_wpurity_true,s1_final_head_img_pred,s1_final_head_txt_pred,s2_valsel_vote,s2_valsel_pred,s2_valsel_err,s2_valsel_purity_true,s2_valsel_top1_sim,s2_valsel_top1_correct,s2_valsel_first_correct_rank,s2_valsel_wpurity_true,s2_valsel_head_img_pred,s2_valsel_head_txt_pred,s2_final_vote,s2_final_pred,s2_final_err,s2_final_purity_true,s2_final_top1_sim,s2_final_top1_correct,s2_final_first_correct_rank,s2_final_wpurity_true,s2_final_head_img_pred,s2_final_head_txt_pred,raw_img_pred,raw_txt_pred,raw_img_vote,raw_txt_vote,n_err_final_3seed,n_err_valsel_3seed
non_hate_video_496,0,33.899,0,0,0.0,,0,1,Muslims,-0.999976,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999972,0,0,1.0,0.999984,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999995,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999995,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999995,1,1,1.0,0,0,0,0,-0.758273,-0.950209,0,0
non_hate_video_497,0,42.71,0,0,0.0,,48,0,Blacks,-0.971199,0,0,0.9,0.999896,1,1,0.9857,0,0,-0.999928,0,0,1.0,0.999969,1,1,1.0,0,0,-0.63799,0,0,0.75,0.999909,1,1,0.819,0,0,-0.828491,0,0,0.9,0.999962,1,1,0.9143,0,0,-0.856923,0,0,0.9,0.999899,1,1,0.9286,0,0,-0.856923,0,0,0.9,0.999899,1,1,0.9286,0,0,0,1,-0.274413,0.4456,0,0
hate_video_349,1,112.575,1,104.0,0.9238,7,266,0,Blacks,0.999802,1,0,1.0,0.999843,1,1,1.0,1,1,0.847462,1,0,0.9,0.999909,1,1,0.9238,1,1,0.997946,1,0,1.0,0.999295,1,1,1.0,1,1,0.999785,1,0,1.0,0.999887,1,1,1.0,1,1,0.933274,1,0,0.95,0.999971,1,1,0.9667,1,1,0.933274,1,0,0.95,0.999971,1,1,0.9667,1,1,1,1,0.723946,0.891083,0,0
non_hate_video_501,0,205.706,0,0,0.0,,180,0,Blacks,-0.99995,0,0,1.0,0.999967,1,1,1.0,1,0,-0.99998,0,0,1.0,0.999986,1,1,1.0,1,0,-0.999941,0,0,1.0,0.999953,1,1,1.0,1,0,-0.999983,0,0,1.0,0.999987,1,1,1.0,1,0,-0.999972,0,0,1.0,0.99998,1,1,1.0,1,0,-0.999972,0,0,1.0,0.99998,1,1,1.0,1,0,1,0,0.161301,-0.895429,0,0
non_hate_video_503,0,188.593,0,0,0.0,,180,0,Blacks,-0.933242,0,0,0.95,0.999932,1,1,0.9667,0,0,-0.999956,0,0,1.0,0.999975,1,1,1.0,0,0,-0.990389,0,0,0.95,0.999948,1,1,0.9952,0,0,-0.999956,0,0,1.0,0.999968,1,1,1.0,0,0,-0.99042,0,0,0.95,0.999961,1,1,0.9952,0,0,-0.99042,0,0,0.95,0.999961,1,1,0.9952,0,0,0,0,-0.676675,-0.636831,0,0
hate_video_355,1,186.516,2,120.0,0.6434,4,473,0,Blacks,0.866582,1,0,0.95,0.99995,1,1,0.9333,1,1,0.999893,1,0,1.0,0.999975,1,1,1.0,1,1,0.713919,1,0,0.9,0.99985,1,1,0.8571,1,1,0.847509,1,0,0.95,0.999975,1,1,0.9238,1,1,0.999963,1,0,1.0,0.999987,1,1,1.0,1,1,0.999963,1,0,1.0,0.999987,1,1,1.0,1,1,1,1,0.703315,0.782277,0,0
hate_video_356,1,121.0,1,112.0,0.9256,6,294,0,Blacks,0.799952,1,0,0.9,0.999965,1,1,0.9,1,1,0.999932,1,0,1.0,0.999959,1,1,1.0,1,1,0.999886,1,0,1.0,0.999934,1,1,1.0,1,1,0.999946,1,0,1.0,0.999981,1,1,1.0,1,1,0.999965,1,0,1.0,0.999991,1,1,1.0,1,1,0.999965,1,0,1.0,0.999991,1,1,1.0,1,1,1,1,0.668946,0.939178,0,0
non_hate_video_512,0,386.208,0,0,0.0,,13,0,Others,-0.999944,0,0,1.0,0.99996,1,1,1.0,0,0,-0.999974,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999947,0,0,1.0,0.999959,1,1,1.0,0,0,-0.999975,0,0,1.0,0.999982,1,1,1.0,0,0,-0.999968,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999968,0,0,1.0,0.99998,1,1,1.0,0,0,0,0,-0.54155,-0.761063,0,0
non_hate_video_516,0,15.883,0,0,0.0,,0,1,Blacks,-0.980864,0,0,0.95,0.999962,1,1,0.9905,0,0,-0.971394,0,0,0.95,0.999987,1,1,0.9857,0,0,-0.809489,0,0,0.9,0.999976,1,1,0.9048,0,0,-0.86662,0,0,0.95,0.999986,1,1,0.9333,0,0,-0.876152,0,0,0.95,0.999984,1,1,0.9381,0,0,-0.876152,0,0,0.95,0.999984,1,1,0.9381,0,0,0,0,-0.507938,-0.961989,0,0
hate_video_360,1,85.398,1,62.0,0.726,5,174,0,Blacks,0.990421,1,0,0.95,0.999968,1,1,0.9952,1,1,0.99993,1,0,1.0,0.999963,1,1,1.0,1,1,0.961806,1,0,0.95,0.999969,1,1,0.981,1,1,0.885683,1,0,0.95,0.999983,1,1,0.9429,1,1,0.999972,1,0,1.0,0.999987,1,1,1.0,1,1,0.999972,1,0,1.0,0.999987,1,1,1.0,1,1,1,1,0.857517,0.979429,0,0
hate_video_362,1,184.019,2,12.0,0.0652,0,138,0,['Jews'],0.321179,1,0,0.7,0.998993,1,1,0.6619,0,1,0.336672,1,0,0.65,0.998139,1,1,0.6714,0,1,0.371135,1,0,0.6,0.999366,0,2,0.6857,1,0,0.388232,1,0,0.7,0.999819,1,1,0.6952,0,1,0.723315,1,0,0.85,0.99992,1,1,0.8619,0,1,0.723315,1,0,0.85,0.99992,1,1,0.8619,0,1,0,1,-0.15249,0.650439,0,0
hate_video_365,1,94.436,1,8.0,0.0847,1,131,0,['Others'],-0.999976,0,1,0.0,0.999987,0,0,0.0,0,0,-0.999991,0,1,0.0,0.999993,0,0,0.0,0,0,-0.999959,0,1,0.0,0.999968,0,0,0.0,0,0,-0.999987,0,1,0.0,0.999993,0,0,0.0,0,0,-0.99999,0,1,0.0,0.999994,0,0,0.0,0,0,-0.99999,0,1,0.0,0.999994,0,0,0.0,0,0,0,0,-0.714372,-0.83306,3,3
non_hate_video_524,0,201.828,0,0,0.0,,459,0,[],-0.933233,0,0,0.95,0.999946,1,1,0.9667,0,0,-0.999953,0,0,1.0,0.999971,1,1,1.0,0,0,-0.999904,0,0,1.0,0.999942,1,1,1.0,0,0,-0.819012,0,0,0.95,0.999989,1,1,0.9095,0,0,-0.999935,0,0,1.0,0.999963,1,1,1.0,0,0,-0.999935,0,0,1.0,0.999963,1,1,1.0,0,0,0,0,-0.822926,-0.219803,0,0
non_hate_video_528,0,128.513,0,0,0.0,,72,0,[],0.570949,1,1,0.25,0.999657,0,2,0.2143,1,1,0.951923,1,1,0.1,0.99979,0,18,0.0238,1,1,0.530257,1,1,0.25,0.999237,0,3,0.2333,1,1,0.771008,1,1,0.15,0.999869,0,9,0.1143,1,1,0.533217,1,1,0.2,0.999927,0,2,0.2333,1,1,0.533217,1,1,0.2,0.999927,0,2,0.2333,1,1,1,1,0.367714,0.569769,3,3
hate_video_368,1,153.024,1,113.0,0.7384,5,295,0,['Jews'],0.942839,1,0,0.95,0.999988,1,1,0.9714,1,1,0.923787,1,0,0.95,0.99999,1,1,0.9619,1,1,0.99994,1,0,1.0,0.999978,1,1,1.0,1,1,0.828526,1,0,0.95,0.999989,1,1,0.9143,1,1,0.685703,1,0,0.9,0.999992,1,1,0.8429,1,1,0.685703,1,0,0.9,0.999992,1,1,0.8429,1,1,1,1,0.240939,0.978751,0,0
hate_video_375,1,202.665,2,138.0,0.6809,5,571,0,['Jews'],0.99988,1,0,1.0,0.999925,1,1,1.0,0,1,0.895156,1,0,0.95,0.999963,1,1,0.9476,0,1,0.68524,1,0,0.9,0.999696,1,1,0.8429,0,1,0.99991,1,0,1.0,0.999967,1,1,1.0,0,1,0.866633,1,0,0.95,0.999981,1,1,0.9333,0,1,0.866633,1,0,0.95,0.999981,1,1,0.9333,0,1,0,1,-0.741522,0.948961,0,0
hate_video_377,1,27.994,1,14.0,0.5001,3,80,0,['Jews'],0.904308,1,0,0.95,0.999756,1,1,0.9524,0,1,0.847219,1,0,0.95,0.999827,1,1,0.9238,0,1,0.757112,1,0,0.85,0.998132,1,1,0.881,0,1,0.91414,1,0,0.9,0.999943,1,1,0.9571,0,1,0.866576,1,0,0.95,0.999953,1,1,0.9333,0,1,0.866576,1,0,0.95,0.999953,1,1,0.9333,0,1,0,1,-0.788792,0.3996,0,0
non_hate_video_541,0,73.794,0,0,0.0,,167,0,[],-0.999958,0,0,1.0,0.999999,1,1,1.0,0,0,-0.999977,0,0,1.0,1.0,1,1,1.0,0,0,-0.999955,0,0,1.0,0.999999,1,1,1.0,0,0,-0.999964,0,0,1.0,0.999999,1,1,1.0,0,0,-0.999986,0,0,1.0,1.0,1,1,1.0,0,0,-0.999986,0,0,1.0,1.0,1,1,1.0,0,0,0,0,-0.53672,-0.931659,0,0
non_hate_video_542,0,63.785,0,0,0.0,,168,0,[],-0.999876,0,0,1.0,0.999933,1,1,1.0,1,0,-0.999934,0,0,1.0,0.999962,1,1,1.0,1,0,-0.857045,0,0,0.85,0.999939,1,1,0.9286,1,0,-0.676123,0,0,0.85,0.999937,1,1,0.8381,1,0,-0.99031,0,0,0.95,0.999919,1,1,0.9952,1,0,-0.99031,0,0,0.95,0.999919,1,1,0.9952,1,0,1,1,0.125846,0.135771,0,0
non_hate_video_549,0,96.33,0,0,0.0,,1,1,[],-0.971372,0,0,0.95,0.999963,1,1,0.9857,0,0,-0.999974,0,0,1.0,0.999991,1,1,1.0,0,0,-0.999948,0,0,1.0,0.999958,1,1,1.0,0,0,-0.999975,0,0,1.0,0.999985,1,1,1.0,0,0,-0.999969,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999969,0,0,1.0,0.99998,1,1,1.0,0,0,0,0,-0.268444,-0.879964,0,0
non_hate_video_558,0,139.261,0,0,0.0,,59,0,['Others'],-0.589869,0,0,0.8,0.999801,1,1,0.7952,0,0,-0.504348,0,0,0.8,0.999848,1,1,0.7524,0,0,-0.647475,0,0,0.8,0.99989,1,1,0.8238,0,0,-0.770846,0,0,0.9,0.999841,1,1,0.8857,0,0,-0.444727,0,0,0.75,0.999676,0,2,0.7238,0,0,-0.444727,0,0,0.75,0.999676,0,2,0.7238,0,0,0,0,-0.226877,-0.054031,0,0
non_hate_video_561,0,155.76,0,0,0.0,,382,0,['Jews'],-0.999843,0,0,1.0,0.999946,1,1,1.0,1,0,-0.999919,0,0,1.0,0.999982,1,1,1.0,1,0,-0.885613,0,0,0.95,0.999955,1,1,0.9429,1,0,-0.94278,0,0,0.95,0.999965,1,1,0.9714,1,0,-0.999876,0,0,1.0,0.999958,1,1,1.0,1,0,-0.999876,0,0,1.0,0.999958,1,1,1.0,1,0,1,0,0.18246,-0.128441,0,0
hate_video_388,1,41.856,1,39.0,0.9318,7,124,0,['Jews'],0.580475,1,0,0.8,0.999775,1,1,0.7905,1,1,0.837705,1,0,0.9,0.999828,1,1,0.919,1,1,0.681605,1,0,0.85,0.999337,0,2,0.8429,1,1,0.799638,1,0,0.85,0.999952,1,1,0.9,1,1,0.742748,1,0,0.85,0.999944,1,1,0.8714,1,1,0.742748,1,0,0.85,0.999944,1,1,0.8714,1,1,0,1,-0.108006,0.486833,0,0
hate_video_389,1,210.966,1,26.0,0.1232,1,235,0,"['Jews', 'Whites']",0.60737,1,0,0.85,0.99963,0,2,0.8048,0,1,0.673862,1,0,0.9,0.999494,1,1,0.8381,0,1,0.326886,1,0,0.7,0.999195,0,2,0.6667,0,1,0.521011,1,0,0.85,0.999679,0,2,0.7619,0,1,0.656562,1,0,0.85,0.999884,1,1,0.8286,0,1,0.656562,1,0,0.85,0.999884,1,1,0.8286,0,1,0,1,-0.341803,0.510395,0,0
non_hate_video_571,0,5.991,0,0,0.0,,0,1,['Others'],-0.999964,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999958,0,0,1.0,0.999969,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,0,0,-0.648079,-0.922823,0,0
non_hate_video_572,0,87.787,0,0,0.0,,235,0,['Jews'],-0.827958,0,0,0.85,0.999825,1,1,0.9143,0,0,-0.809397,0,0,0.9,0.99995,1,1,0.9048,0,0,-0.856665,0,0,0.85,0.999788,1,1,0.9286,0,0,-0.914054,0,0,0.95,0.999917,1,1,0.9571,0,0,-0.912238,0,0,0.9,0.999865,1,1,0.9571,0,0,-0.912238,0,0,0.9,0.999865,1,1,0.9571,0,0,0,1,-0.410401,0.359875,0,0
non_hate_video_574,0,138.043,0,0,0.0,,323,0,['Others'],-0.999888,0,0,1.0,0.999935,1,1,1.0,0,0,-0.81901,0,0,0.95,0.999976,1,1,0.9095,0,0,-0.818958,0,0,0.9,0.999925,1,1,0.9095,1,0,-0.999942,0,0,1.0,0.999964,1,1,1.0,0,0,-0.999933,0,0,1.0,0.99996,1,1,1.0,0,0,-0.999933,0,0,1.0,0.99996,1,1,1.0,0,0,1,0,0.101151,-0.463796,0,0
hate_video_392,1,165.034,2,64.0,0.3878,3,262,0,['Jews'],0.532284,1,0,0.8,0.999801,1,1,0.7667,0,1,0.589771,1,0,0.8,0.999849,1,1,0.7952,0,1,0.643779,1,0,0.85,0.998675,0,2,0.8238,0,1,0.780439,1,0,0.85,0.999821,1,1,0.8905,0,1,0.914189,1,0,0.95,0.999934,1,1,0.9571,0,1,0.914189,1,0,0.95,0.999934,1,1,0.9571,0,1,0,1,-0.608667,0.682375,0,0
non_hate_video_575,0,217.485,0,0,0.0,,137,0,['Others'],-0.999899,0,0,1.0,0.99992,1,1,1.0,0,0,-0.999962,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999923,0,0,1.0,0.99996,1,1,1.0,0,0,-0.999961,0,0,1.0,0.999972,1,1,1.0,0,0,-0.866622,0,0,0.95,0.999969,1,1,0.9333,0,0,-0.866622,0,0,0.95,0.999969,1,1,0.9333,0,0,0,0,-0.571794,-0.664582,0,0
non_hate_video_577,0,153.32,0,0,0.0,,305,0,['Jews'],-0.999978,0,0,1.0,0.999986,1,1,1.0,0,0,-0.99999,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999967,0,0,1.0,0.999974,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999989,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999989,0,0,1.0,0.999994,1,1,1.0,0,0,1,0,0.000467,-0.677378,0,0
hate_video_394,1,16.196,1,15.0,0.9262,7,34,0,['Jews'],0.6947,1,0,0.9,0.999776,0,2,0.8476,1,1,0.923416,1,0,0.9,0.999844,1,1,0.9619,1,1,0.728654,1,0,0.85,0.997625,1,1,0.8667,1,1,0.647433,1,0,0.85,0.999875,1,1,0.8238,1,1,0.752259,1,0,0.85,0.999933,1,1,0.8762,1,1,0.752259,1,0,0.85,0.999933,1,1,0.8762,1,1,1,1,0.034451,0.45735,0,0
non_hate_video_584,0,21.8,0,0,0.0,,23,0,['Others'],-0.942779,0,0,0.95,0.999952,1,1,0.9714,0,0,-0.999948,0,0,1.0,0.999971,1,1,1.0,0,0,-0.876145,0,0,0.95,0.999963,1,1,0.9381,0,0,-0.99995,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999934,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999934,0,0,1.0,0.99998,1,1,1.0,0,0,0,0,-0.600963,-0.401526,0,0
non_hate_video_586,0,18.055,0,0,0.0,,47,0,['Others'],-0.665904,0,0,0.85,0.999436,1,1,0.8333,0,0,-0.552066,0,0,0.8,0.999857,0,2,0.7762,0,0,-0.647467,0,0,0.8,0.999853,1,1,0.8238,0,0,-0.63742,0,0,0.85,0.999862,1,1,0.819,0,0,-0.787306,0,0,0.9,0.999678,1,1,0.8952,0,0,-0.787306,0,0,0.9,0.999678,1,1,0.8952,0,0,0,1,-0.538128,0.686339,0,0
non_hate_video_590,0,80.648,0,0,0.0,,2,0,['Others'],-0.999966,0,0,1.0,0.999974,1,1,1.0,0,0,-0.999985,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999957,0,0,1.0,0.99997,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999976,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999976,0,0,1.0,0.999986,1,1,1.0,0,0,0,0,-0.684059,-0.924822,0,0
non_hate_video_595,0,22.026,0,0,0.0,,0,1,['Others'],-0.999962,0,0,1.0,0.999972,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999991,1,1,1.0,0,0,-0.999942,0,0,1.0,0.999949,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999979,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999979,0,0,1.0,0.999989,1,1,1.0,0,0,0,0,-0.761202,-0.904802,0,0
hate_video_401,1,21.067,1,21.0,0.9968,7,28,0,['Blacks'],0.999933,1,0,1.0,0.999985,1,1,1.0,1,1,0.761867,1,0,0.9,0.999983,1,1,0.881,1,1,0.99989,1,0,1.0,0.999944,1,1,1.0,1,1,0.876151,1,0,0.95,0.999977,1,1,0.9381,1,1,0.771404,1,0,0.9,0.999988,1,1,0.8857,1,1,0.771404,1,0,0.9,0.999988,1,1,0.8857,1,1,1,1,0.863029,0.861229,0,0
hate_video_408,1,53.011,1,3.0,0.0566,0,143,0,['Jews'],0.169855,1,0,0.55,0.998151,1,1,0.5857,0,1,-0.216929,0,1,0.4,0.999065,0,2,0.3905,0,1,0.49228,1,0,0.75,0.998716,1,1,0.7476,0,1,0.511494,1,0,0.75,0.999653,0,2,0.7571,0,1,0.475069,1,0,0.75,0.99954,0,2,0.7381,1,1,0.475069,1,0,0.75,0.99954,0,2,0.7381,1,1,0,1,-0.460822,0.307515,1,0
hate_video_409,1,190.659,1,47.0,0.2465,1,716,0,['LGBTQ'],0.885322,1,0,0.9,0.999802,1,1,0.9429,1,1,0.77117,1,0,0.9,0.999914,1,1,0.8857,1,1,0.950368,1,0,0.95,0.999448,1,1,0.9762,1,1,0.656971,1,0,0.8,0.999914,1,1,0.8286,1,1,0.780811,1,0,0.9,0.999929,1,1,0.8905,1,1,0.780811,1,0,0.9,0.999929,1,1,0.8905,1,1,1,1,0.116223,0.696487,0,0
hate_video_412,1,206.89,1,198.0,0.957,6,219,0,['Jews'],0.682465,1,0,0.85,0.999015,1,1,0.8429,0,1,0.664586,1,0,0.85,0.999841,0,2,0.8333,0,1,0.265525,1,0,0.7,0.999187,1,1,0.6333,0,1,0.492728,1,0,0.75,0.999822,0,2,0.7476,0,1,0.78072,1,0,0.9,0.999859,0,2,0.8905,0,1,0.78072,1,0,0.9,0.999859,0,2,0.8905,0,1,0,1,-0.018261,0.402771,0,0
non_hate_video_606,0,288.22,0,0,0.0,,669,0,['Others'],-0.999937,0,0,1.0,0.999963,1,1,1.0,0,0,-0.999972,0,0,1.0,0.999984,1,1,1.0,0,0,-0.999941,0,0,1.0,0.999972,1,1,1.0,0,0,-0.999965,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999983,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999983,1,1,1.0,0,0,0,0,-0.411988,-0.767048,0,0
non_hate_video_608,0,211.396,0,0,0.0,,498,0,['Muslims'],-0.999975,0,0,1.0,0.999984,1,1,1.0,0,0,-0.99999,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999955,0,0,1.0,0.999972,1,1,1.0,0,0,-0.99999,0,0,1.0,0.999993,1,1,1.0,0,0,-0.99999,0,0,1.0,0.999993,1,1,1.0,0,0,-0.99999,0,0,1.0,0.999993,1,1,1.0,0,0,0,0,-0.577403,-0.882663,0,0
non_hate_video_610,0,134.527,0,0,0.0,,222,0,['Jews'],-0.999981,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999995,1,1,1.0,0,0,-0.999971,0,0,1.0,0.999978,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999995,1,1,1.0,0,0,-0.999994,0,0,1.0,0.999997,1,1,1.0,0,0,-0.999994,0,0,1.0,0.999997,1,1,1.0,0,0,0,0,-0.550772,-0.815626,0,0
non_hate_video_612,0,67.825,0,0,0.0,,140,0,['Others'],-0.999971,0,0,1.0,0.999981,1,1,1.0,1,0,-0.99999,0,0,1.0,0.999995,1,1,1.0,1,0,-0.999954,0,0,1.0,0.999967,1,1,1.0,1,0,-0.999988,0,0,1.0,0.999991,1,1,1.0,1,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,1,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,1,0,1,0,0.490485,-0.854074,0,0
non_hate_video_618,0,108.694,0,0,0.0,,233,0,['Jews'],-0.999962,0,0,1.0,0.99997,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999942,0,0,1.0,0.999954,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999993,1,1,1.0,0,0,0,0,-0.488305,-0.559677,0,0
hate_video_421,1,46.337,1,45.0,0.9711,6,91,0,['Jews'],0.376612,1,0,0.7,0.997794,1,1,0.6905,0,1,0.5692,1,0,0.75,0.999519,1,1,0.7857,0,1,0.304303,1,0,0.6,0.999112,1,1,0.6524,0,0,0.405972,1,0,0.75,0.999824,1,1,0.7048,0,1,0.885212,1,0,0.95,0.999894,1,1,0.9429,0,1,0.885212,1,0,0.95,0.999894,1,1,0.9429,0,1,0,1,-0.33762,0.752246,0,0
non_hate_video_623,0,221.068,0,0,0.0,,518,0,['Others'],-0.999918,0,0,1.0,0.999965,1,1,1.0,0,0,-0.99996,0,0,1.0,0.99998,1,1,1.0,0,0,-0.885644,0,0,0.95,0.999957,1,1,0.9429,0,0,-0.999965,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999957,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999957,0,0,1.0,0.999979,1,1,1.0,0,0,0,0,-0.5109,-0.570417,0,0
non_hate_video_624,0,65.5,0,0,0.0,,0,1,['Others'],-0.475403,0,0,0.8,0.999601,0,2,0.7381,1,0,-0.447058,0,0,0.8,0.999812,0,3,0.7238,1,0,-0.51412,0,0,0.8,0.999811,1,1,0.7571,1,0,-0.561588,0,0,0.8,0.999883,0,2,0.781,1,0,-0.675444,0,0,0.9,0.999822,1,1,0.8381,1,0,-0.675444,0,0,0.9,0.999822,1,1,0.8381,1,0,0,0,-0.071766,-0.521878,0,0
non_hate_video_634,0,208.005,0,0,0.0,,490,0,['Blacks'],-0.770986,0,0,0.85,0.999593,1,1,0.8857,0,0,-0.875987,0,0,0.85,0.999939,1,1,0.9381,0,0,-0.514147,0,0,0.75,0.999829,1,1,0.7571,1,0,-0.752273,0,0,0.85,0.999912,1,1,0.8762,0,0,-0.694922,0,0,0.85,0.999799,1,1,0.8476,0,0,-0.694922,0,0,0.85,0.999799,1,1,0.8476,0,0,0,1,-0.092441,0.27282,0,0
hate_video_427,1,101.24,0,0,0.0,,214,0,['Jews'],-0.579796,0,1,0.2,0.99943,0,2,0.2095,1,0,-0.637523,0,1,0.2,0.999672,0,6,0.181,1,0,0.066722,1,0,0.45,0.999814,1,1,0.5333,1,0,-0.818048,0,1,0.1,0.999855,0,4,0.0905,1,0,-0.492672,0,1,0.35,0.999405,0,4,0.2524,1,0,-0.492672,0,1,0.35,0.999405,0,4,0.2524,1,0,1,1,0.089685,0.115614,3,2
non_hate_video_638,0,116.077,0,0,0.0,,0,1,['Others'],-0.999971,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999993,1,1,1.0,0,0,-0.99997,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,0,0,-0.708494,-0.964092,0,0
non_hate_video_641,0,115.394,0,0,0.0,,196,0,['Others'],-0.999934,0,0,1.0,0.999961,1,1,1.0,0,0,-0.999972,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999914,0,0,1.0,0.999944,1,1,1.0,0,0,-0.999966,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999959,0,0,1.0,0.999983,1,1,1.0,0,0,-0.999959,0,0,1.0,0.999983,1,1,1.0,0,0,0,0,-0.458242,-0.537769,0,0
hate_video_428,1,226.634,1,225.0,0.9928,7,545,0,['Others'],0.589999,1,0,0.8,0.999726,1,1,0.7952,1,1,0.685094,1,0,0.9,0.999822,1,1,0.8429,0,1,0.635565,1,0,0.85,0.999195,1,1,0.819,1,1,0.808637,1,0,0.95,0.999901,0,2,0.9048,1,1,0.380802,1,0,0.8,0.999922,0,2,0.6905,0,1,0.380802,1,0,0.8,0.999922,0,2,0.6905,0,1,0,1,-0.159729,0.245317,0,0
non_hate_video_642,0,263.434,0,0,0.0,,232,0,['Whites'],0.260779,1,1,0.35,0.997294,0,2,0.3667,1,1,0.31443,1,1,0.3,0.997921,0,2,0.3381,1,1,0.009663,1,1,0.5,0.999653,0,2,0.4952,1,1,0.485141,1,1,0.35,0.999832,0,2,0.2571,1,1,0.513381,1,1,0.3,0.999813,0,4,0.2429,1,1,0.513381,1,1,0.3,0.999813,0,4,0.2429,1,1,0,1,-0.04337,0.551087,3,3
